term,code,preferred_term,category
Cell Cycle Regulator p21,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
p21 Cell Cycle Regulator,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
Cyclin Kinase Inhibitor p21,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
p21 Cyclin Kinase Inhibitor,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
CDKN1A Protein,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
Cdk-Interacting Protein 1,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
Cdk Interacting Protein 1,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
Cdk2 Inhibitor Protein,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
Cyclin-Dependent Kinase Inhibitor 1A Protein,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
Cyclin Dependent Kinase Inhibitor 1A Protein,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
Cyclin-Dependent Kinase Inhibitor p27,D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
Cyclin Dependent Kinase Inhibitor p27,D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
CDKN4 Protein,D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
p27 CDK Inhibitor,D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
"CDK Inhibitor, p27",D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
Cyclin-Dependent Kinase Inhibitor 1B,D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
Cyclin Dependent Kinase Inhibitor 1B,D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
CDKN1B Protein,D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
p27Kip1 Protein,D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
CDK Inhibitor p27,D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
"p27, CDK Inhibitor",D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
p27 Kip1 Protein,D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
"Kip1 Protein, p27",D050760,Cyclin-Dependent Kinase Inhibitor p27,drugs
Cyclin-Dependent Kinase Inhibitor p57,D050761,Cyclin-Dependent Kinase Inhibitor p57,drugs
Cyclin Dependent Kinase Inhibitor p57,D050761,Cyclin-Dependent Kinase Inhibitor p57,drugs
Cyclin Kinase Inhibitor Protein 2,D050761,Cyclin-Dependent Kinase Inhibitor p57,drugs
CDKN1C Protein,D050761,Cyclin-Dependent Kinase Inhibitor p57,drugs
p57KIP2 Protein,D050761,Cyclin-Dependent Kinase Inhibitor p57,drugs
Cyclin-Dependent Kinase Inhibitor 1C,D050761,Cyclin-Dependent Kinase Inhibitor p57,drugs
Cyclin Dependent Kinase Inhibitor 1C,D050761,Cyclin-Dependent Kinase Inhibitor p57,drugs
p57 KIP2 Protein,D050761,Cyclin-Dependent Kinase Inhibitor p57,drugs
"KIP2 Protein, p57",D050761,Cyclin-Dependent Kinase Inhibitor p57,drugs
Cyclin-Dependent Kinase Inhibitor p15,D050762,Cyclin-Dependent Kinase Inhibitor p15,drugs
Cyclin Dependent Kinase Inhibitor p15,D050762,Cyclin-Dependent Kinase Inhibitor p15,drugs
p15 CDK4 Inhibitor,D050762,Cyclin-Dependent Kinase Inhibitor p15,drugs
"CDK4 Inhibitor, p15",D050762,Cyclin-Dependent Kinase Inhibitor p15,drugs
INK4B Protein,D050762,Cyclin-Dependent Kinase Inhibitor p15,drugs
CDKN2B Protein,D050762,Cyclin-Dependent Kinase Inhibitor p15,drugs
Cyclin-Dependent Kinase Inhibitor 2B,D050762,Cyclin-Dependent Kinase Inhibitor p15,drugs
Cyclin Dependent Kinase Inhibitor 2B,D050762,Cyclin-Dependent Kinase Inhibitor p15,drugs
INK4b Cyclin-Dependent Kinase Inhibitor,D050762,Cyclin-Dependent Kinase Inhibitor p15,drugs
INK4b Cyclin Dependent Kinase Inhibitor,D050762,Cyclin-Dependent Kinase Inhibitor p15,drugs
p15INK4B Protein,D050762,Cyclin-Dependent Kinase Inhibitor p15,drugs
Cyclin-Dependent Kinase Inhibitor p18,D050763,Cyclin-Dependent Kinase Inhibitor p18,drugs
Cyclin Dependent Kinase Inhibitor p18,D050763,Cyclin-Dependent Kinase Inhibitor p18,drugs
p18 CDK6 Inhibitor,D050763,Cyclin-Dependent Kinase Inhibitor p18,drugs
"CDK6 Inhibitor, p18",D050763,Cyclin-Dependent Kinase Inhibitor p18,drugs
CDK6-Associated Protein p18,D050763,Cyclin-Dependent Kinase Inhibitor p18,drugs
CDK6 Associated Protein p18,D050763,Cyclin-Dependent Kinase Inhibitor p18,drugs
"p18, CDK6-Associated Protein",D050763,Cyclin-Dependent Kinase Inhibitor p18,drugs
INK4C Protein,D050763,Cyclin-Dependent Kinase Inhibitor p18,drugs
p18INK4c Protein,D050763,Cyclin-Dependent Kinase Inhibitor p18,drugs
Cyclin-Dependent Kinase Inhibitor 2C,D050763,Cyclin-Dependent Kinase Inhibitor p18,drugs
Cyclin Dependent Kinase Inhibitor 2C,D050763,Cyclin-Dependent Kinase Inhibitor p18,drugs
CDKN2C Protein,D050763,Cyclin-Dependent Kinase Inhibitor p18,drugs
Cyclin-Dependent Kinase Inhibitor p19,D050764,Cyclin-Dependent Kinase Inhibitor p19,drugs
Cyclin Dependent Kinase Inhibitor p19,D050764,Cyclin-Dependent Kinase Inhibitor p19,drugs
Cyclin-Dependent Kinase Inhibitor 2D,D050764,Cyclin-Dependent Kinase Inhibitor p19,drugs
Cyclin Dependent Kinase Inhibitor 2D,D050764,Cyclin-Dependent Kinase Inhibitor p19,drugs
INK4D Protein,D050764,Cyclin-Dependent Kinase Inhibitor p19,drugs
CDKN2D Protein,D050764,Cyclin-Dependent Kinase Inhibitor p19,drugs
p19INK4D Protein,D050764,Cyclin-Dependent Kinase Inhibitor p19,drugs
Qa-SNARE Proteins,D050765,Qa-SNARE Proteins,drugs
Qa SNARE Proteins,D050765,Qa-SNARE Proteins,drugs
Syntaxin,D050765,Qa-SNARE Proteins,drugs
Qa-SNAREs,D050765,Qa-SNARE Proteins,drugs
Qa SNAREs,D050765,Qa-SNARE Proteins,drugs
Syntaxins,D050765,Qa-SNARE Proteins,drugs
Syntaxin Protein,D050765,Qa-SNARE Proteins,drugs
"Protein, Syntaxin",D050765,Qa-SNARE Proteins,drugs
Syntaxin Proteins,D050765,Qa-SNARE Proteins,drugs
"Proteins, Syntaxin",D050765,Qa-SNARE Proteins,drugs
Syntaxin 1A Homologs,D050765,Qa-SNARE Proteins,drugs
Syntaxin 17,D050765,Qa-SNARE Proteins,drugs
Syntaxin 17 Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 13,D050765,Qa-SNARE Proteins,drugs
Syntaxin 13 Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 11,D050765,Qa-SNARE Proteins,drugs
Syntaxin 11 Protein,D050765,Qa-SNARE Proteins,drugs
"Protein, Syntaxin 11",D050765,Qa-SNARE Proteins,drugs
Syntaxin 10,D050765,Qa-SNARE Proteins,drugs
Syntaxin 10 Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 4,D050765,Qa-SNARE Proteins,drugs
Syntaxin 4 Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 3D,D050765,Qa-SNARE Proteins,drugs
Syntaxin 3D Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 3C,D050765,Qa-SNARE Proteins,drugs
Syntaxin 3C Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 3B,D050765,Qa-SNARE Proteins,drugs
Syntaxin 3B Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 3A,D050765,Qa-SNARE Proteins,drugs
Syntaxin 3A Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 3,D050765,Qa-SNARE Proteins,drugs
Syntaxin 3 Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 18,D050765,Qa-SNARE Proteins,drugs
Syntaxin 18 Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 8,D050765,Qa-SNARE Proteins,drugs
Syntaxin 8 Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 7,D050765,Qa-SNARE Proteins,drugs
Syntaxin 7 Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 6,D050765,Qa-SNARE Proteins,drugs
Syntaxin 6 Protein,D050765,Qa-SNARE Proteins,drugs
Syntaxin 5,D050765,Qa-SNARE Proteins,drugs
Syntaxin 5 Protein,D050765,Qa-SNARE Proteins,drugs
Qb-SNARE Proteins,D050766,Qb-SNARE Proteins,drugs
Qb SNARE Proteins,D050766,Qb-SNARE Proteins,drugs
Qb-SNAREs,D050766,Qb-SNARE Proteins,drugs
Qb SNAREs,D050766,Qb-SNARE Proteins,drugs
Qc-SNARE Proteins,D050767,Qc-SNARE Proteins,drugs
Qc SNARE Proteins,D050767,Qc-SNARE Proteins,drugs
Qc-SNAREs,D050767,Qc-SNARE Proteins,drugs
Qc SNAREs,D050767,Qc-SNARE Proteins,drugs
Protoporphyrinogen Oxidase,D050768,Protoporphyrinogen Oxidase,drugs
"Oxidase, Protoporphyrinogen",D050768,Protoporphyrinogen Oxidase,drugs
Protoporphyrinogen Dehydrogenase,D050768,Protoporphyrinogen Oxidase,drugs
"Dehydrogenase, Protoporphyrinogen",D050768,Protoporphyrinogen Oxidase,drugs
Protoporphyrinogen IX Oxidase,D050768,Protoporphyrinogen Oxidase,drugs
"Oxidase, Protoporphyrinogen IX",D050768,Protoporphyrinogen Oxidase,drugs
Protoporphyrinogenase,D050768,Protoporphyrinogen Oxidase,drugs
Protox,D050768,Protoporphyrinogen Oxidase,drugs
Isovaleryl-CoA Dehydrogenase,D050769,Isovaleryl-CoA Dehydrogenase,drugs
"Dehydrogenase, Isovaleryl-CoA",D050769,Isovaleryl-CoA Dehydrogenase,drugs
Isovaleryl CoA Dehydrogenase,D050769,Isovaleryl-CoA Dehydrogenase,drugs
"CoA Dehydrogenase, Isovaleryl",D050769,Isovaleryl-CoA Dehydrogenase,drugs
"Dehydrogenase, Isovaleryl CoA",D050769,Isovaleryl-CoA Dehydrogenase,drugs
Isovaleryl-Coenzyme A Dehydrogenase,D050769,Isovaleryl-CoA Dehydrogenase,drugs
"Dehydrogenase, Isovaleryl-Coenzyme A",D050769,Isovaleryl-CoA Dehydrogenase,drugs
Isovaleryl Coenzyme A Dehydrogenase,D050769,Isovaleryl-CoA Dehydrogenase,drugs
Glutaryl-CoA Dehydrogenase,D050770,Glutaryl-CoA Dehydrogenase,drugs
"Dehydrogenase, Glutaryl-CoA",D050770,Glutaryl-CoA Dehydrogenase,drugs
Glutaryl CoA Dehydrogenase,D050770,Glutaryl-CoA Dehydrogenase,drugs
"CoA Dehydrogenase, Glutaryl",D050770,Glutaryl-CoA Dehydrogenase,drugs
"Dehydrogenase, Glutaryl CoA",D050770,Glutaryl-CoA Dehydrogenase,drugs
Glutaryl-Coenzyme A Dehydrogenase,D050770,Glutaryl-CoA Dehydrogenase,drugs
"Dehydrogenase, Glutaryl-Coenzyme A",D050770,Glutaryl-CoA Dehydrogenase,drugs
Glutaryl Coenzyme A Dehydrogenase,D050770,Glutaryl-CoA Dehydrogenase,drugs
Complement C5b,D050776,Complement C5b,drugs
"C5b, Complement",D050776,Complement C5b,drugs
C5b Complement,D050776,Complement C5b,drugs
"Complement, C5b",D050776,Complement C5b,drugs
Complement 5b,D050776,Complement C5b,drugs
Complement Component 5b,D050776,Complement C5b,drugs
"Component 5b, Complement",D050776,Complement C5b,drugs
Stathmin,D050777,Stathmin,drugs
Phosphoprotein p18,D050777,Stathmin,drugs
"p18, Phosphoprotein",D050777,Stathmin,drugs
Phosphoprotein p19,D050777,Stathmin,drugs
"p19, Phosphoprotein",D050777,Stathmin,drugs
Prosolin,D050777,Stathmin,drugs
Lap18 Protein,D050777,Stathmin,drugs
Leukemia-Associated Phosphoprotein p18,D050777,Stathmin,drugs
Leukemia Associated Phosphoprotein p18,D050777,Stathmin,drugs
"p18, Leukemia-Associated Phosphoprotein",D050777,Stathmin,drugs
Metablastin,D050777,Stathmin,drugs
Op18 Phosphoprotein,D050777,Stathmin,drugs
"Phosphoprotein, Op18",D050777,Stathmin,drugs
Oncoprotein 18,D050777,Stathmin,drugs
Alpha-Stathmin,D050777,Stathmin,drugs
Alpha Stathmin,D050777,Stathmin,drugs
Op18a Protein,D050777,Stathmin,drugs
Beta-Stathmin,D050777,Stathmin,drugs
Beta Stathmin,D050777,Stathmin,drugs
Op18b Protein,D050777,Stathmin,drugs
NFATC Transcription Factors,D050778,NFATC Transcription Factors,drugs
"Transcription Factors, NFATC",D050778,NFATC Transcription Factors,drugs
NFATC Proteins,D050778,NFATC Transcription Factors,drugs
"Nuclear Factor of Activated T-Cells, Cytoplasmic",D050778,NFATC Transcription Factors,drugs
"Nuclear Factor of Activated T Cells, Cytoplasmic",D050778,NFATC Transcription Factors,drugs
NFAT Proteins,D050778,NFATC Transcription Factors,drugs
Nuclear Factors of Activated T-Cells,D050778,NFATC Transcription Factors,drugs
Nuclear Factors of Activated T Cells,D050778,NFATC Transcription Factors,drugs
Transcription Factor NF-AT,D050778,NFATC Transcription Factors,drugs
"NF-AT, Transcription Factor",D050778,NFATC Transcription Factors,drugs
Transcription Factor NF AT,D050778,NFATC Transcription Factors,drugs
NF-AT Proteins,D050778,NFATC Transcription Factors,drugs
NF AT Proteins,D050778,NFATC Transcription Factors,drugs
NFAT Transcription Factor 3,D050778,NFATC Transcription Factors,drugs
"Nuclear Factor of Activated T-Cells, Cytoplasmic 4 Protein",D050778,NFATC Transcription Factors,drugs
"Nuclear Factor of Activated T Cells, Cytoplasmic 4 Protein",D050778,NFATC Transcription Factors,drugs
NF-AT3 Protein,D050778,NFATC Transcription Factors,drugs
NF AT3 Protein,D050778,NFATC Transcription Factors,drugs
NFAT3 Protein,D050778,NFATC Transcription Factors,drugs
NFATC4 Protein,D050778,NFATC Transcription Factors,drugs
NFATC4 Transcription Factor,D050778,NFATC Transcription Factors,drugs
"Transcription Factor, NFATC4",D050778,NFATC Transcription Factors,drugs
NFAT Transcription Factor 4,D050778,NFATC Transcription Factors,drugs
NFATC3 Transcription Factor,D050778,NFATC Transcription Factors,drugs
"Factor, NFATC3 Transcription",D050778,NFATC Transcription Factors,drugs
"Transcription Factor, NFATC3",D050778,NFATC Transcription Factors,drugs
NFATx Protein,D050778,NFATC Transcription Factors,drugs
NFATC3 Protein,D050778,NFATC Transcription Factors,drugs
NF-AT4 Protein,D050778,NFATC Transcription Factors,drugs
NF AT4 Protein,D050778,NFATC Transcription Factors,drugs
NFAT4 Protein,D050778,NFATC Transcription Factors,drugs
"Nuclear Factor of Activated T-Cells, Cytoplasmic 3 Protein",D050778,NFATC Transcription Factors,drugs
"Nuclear Factor of Activated T Cells, Cytoplasmic 3 Protein",D050778,NFATC Transcription Factors,drugs
NFAT Transcription Factor 1,D050778,NFATC Transcription Factors,drugs
"Nuclear Factor of Activated T-Cells, Cytoplasmic 2 Protein",D050778,NFATC Transcription Factors,drugs
"Nuclear Factor of Activated T Cells, Cytoplasmic 2 Protein",D050778,NFATC Transcription Factors,drugs
NFAT-1 Protein,D050778,NFATC Transcription Factors,drugs
NFAT 1 Protein,D050778,NFATC Transcription Factors,drugs
NFAT1 Protein,D050778,NFATC Transcription Factors,drugs
NFATC2 Protein,D050778,NFATC Transcription Factors,drugs
NFATC2 Transcription Factor,D050778,NFATC Transcription Factors,drugs
"Factor, NFATC2 Transcription",D050778,NFATC Transcription Factors,drugs
"Transcription Factor, NFATC2",D050778,NFATC Transcription Factors,drugs
NFAT Transcription Factor 2,D050778,NFATC Transcription Factors,drugs
NF-ATc1 Protein,D050778,NFATC Transcription Factors,drugs
NF ATc1 Protein,D050778,NFATC Transcription Factors,drugs
NFAT-2 Protein,D050778,NFATC Transcription Factors,drugs
NFAT 2 Protein,D050778,NFATC Transcription Factors,drugs
NFAT2 Protein,D050778,NFATC Transcription Factors,drugs
NFATC1 Protein,D050778,NFATC Transcription Factors,drugs
NFATC1 Transcription Factor,D050778,NFATC Transcription Factors,drugs
"Factor, NFATC1 Transcription",D050778,NFATC Transcription Factors,drugs
"Transcription Factor, NFATC1",D050778,NFATC Transcription Factors,drugs
"Nuclear Factor of Activated T-Cells, Cytoplasmic 1 Protein",D050778,NFATC Transcription Factors,drugs
"Nuclear Factor of Activated T Cells, Cytoplasmic 1 Protein",D050778,NFATC Transcription Factors,drugs
NFAT Transcription Factor 5,D050778,NFATC Transcription Factors,drugs
Nuclear Factor of Activated T-Cells 5 Protein,D050778,NFATC Transcription Factors,drugs
Nuclear Factor of Activated T Cells 5 Protein,D050778,NFATC Transcription Factors,drugs
OREBP Protein,D050778,NFATC Transcription Factors,drugs
Osmotic Response Element Binding Protein,D050778,NFATC Transcription Factors,drugs
TonEBP Protein,D050778,NFATC Transcription Factors,drugs
Tonicity-Responsive Enhancer-Binding Protein,D050778,NFATC Transcription Factors,drugs
Tonicity Responsive Enhancer Binding Protein,D050778,NFATC Transcription Factors,drugs
NFAT5 Protein,D050778,NFATC Transcription Factors,drugs
NFATz Protein,D050778,NFATC Transcription Factors,drugs
NFATL1 Protein,D050778,NFATC Transcription Factors,drugs
Nuclear Factor 90 Proteins,D050779,Nuclear Factor 90 Proteins,drugs
NF90 Double-Stranded RNA-Binding Proteins,D050779,Nuclear Factor 90 Proteins,drugs
NF90 Double Stranded RNA Binding Proteins,D050779,Nuclear Factor 90 Proteins,drugs
Nuclear Factor 90 Protein,D050779,Nuclear Factor 90 Proteins,drugs
ILF3 Protein,D050779,Nuclear Factor 90 Proteins,drugs
Interleukin Enhancer Binding Factor 3,D050779,Nuclear Factor 90 Proteins,drugs
M Phase Phosphoprotein 4,D050779,Nuclear Factor 90 Proteins,drugs
NF90 Protein,D050779,Nuclear Factor 90 Proteins,drugs
Nuclear Factor 90,D050779,Nuclear Factor 90 Proteins,drugs
Nuclear Factor 90 Protein Complex,D050779,Nuclear Factor 90 Proteins,drugs
Transcranial Magnetic Stimulation,D050781,Transcranial Magnetic Stimulation,treatments
"Magnetic Stimulations, Transcranial",D050781,Transcranial Magnetic Stimulation,treatments
"Magnetic Stimulation, Transcranial",D050781,Transcranial Magnetic Stimulation,treatments
"Stimulations, Transcranial Magnetic",D050781,Transcranial Magnetic Stimulation,treatments
"Stimulation, Transcranial Magnetic",D050781,Transcranial Magnetic Stimulation,treatments
Transcranial Magnetic Stimulations,D050781,Transcranial Magnetic Stimulation,treatments
"Transcranial Magnetic Stimulation, Paired Pulse",D050781,Transcranial Magnetic Stimulation,treatments
"Transcranial Magnetic Stimulation, Repetitive",D050781,Transcranial Magnetic Stimulation,treatments
"Transcranial Magnetic Stimulation, Single Pulse",D050781,Transcranial Magnetic Stimulation,treatments
Esophageal pH Monitoring,D050782,Esophageal pH Monitoring,exams
Esophageal pH Monitorings,D050782,Esophageal pH Monitoring,exams
"Monitorings, Esophageal pH",D050782,Esophageal pH Monitoring,exams
"pH Monitoring, Esophageal",D050782,Esophageal pH Monitoring,exams
"pH Monitorings, Esophageal",D050782,Esophageal pH Monitoring,exams
Esophageal pH Recording,D050782,Esophageal pH Monitoring,exams
Esophageal pH Recordings,D050782,Esophageal pH Monitoring,exams
"pH Recording, Esophageal",D050782,Esophageal pH Monitoring,exams
"pH Recordings, Esophageal",D050782,Esophageal pH Monitoring,exams
"Recording, Esophageal pH",D050782,Esophageal pH Monitoring,exams
"Recordings, Esophageal pH",D050782,Esophageal pH Monitoring,exams
"Monitoring, Esophageal pH",D050782,Esophageal pH Monitoring,exams
Ambulatory Esophageal pH Monitoring,D050782,Esophageal pH Monitoring,exams
Ambulatory 24-hour Esophageal pH Monitoring,D050782,Esophageal pH Monitoring,exams
Ambulatory 24 hour Esophageal pH Monitoring,D050782,Esophageal pH Monitoring,exams
Proto-Oncogene Proteins c-ets,D050783,Proto-Oncogene Proteins c-ets,drugs
"c-ets, Proto-Oncogene Proteins",D050783,Proto-Oncogene Proteins c-ets,drugs
Proto Oncogene Proteins c ets,D050783,Proto-Oncogene Proteins c-ets,drugs
c-ets Protein,D050783,Proto-Oncogene Proteins c-ets,drugs
c ets Protein,D050783,Proto-Oncogene Proteins c-ets,drugs
Proto-Oncogene Protein ets,D050783,Proto-Oncogene Proteins c-ets,drugs
Proto Oncogene Protein ets,D050783,Proto-Oncogene Proteins c-ets,drugs
c-ets Proto-Oncogene Proteins,D050783,Proto-Oncogene Proteins c-ets,drugs
c ets Proto Oncogene Proteins,D050783,Proto-Oncogene Proteins c-ets,drugs
"Proto-Oncogene Proteins, c-ets",D050783,Proto-Oncogene Proteins c-ets,drugs
ets Proto-Oncogene Proteins,D050783,Proto-Oncogene Proteins c-ets,drugs
ets Proto Oncogene Proteins,D050783,Proto-Oncogene Proteins c-ets,drugs
"Proto-Oncogene Proteins, ets",D050783,Proto-Oncogene Proteins c-ets,drugs
ets Transcription Factors,D050783,Proto-Oncogene Proteins c-ets,drugs
"Transcription Factors, ets",D050783,Proto-Oncogene Proteins c-ets,drugs
ets Proto-Oncogene Protein,D050783,Proto-Oncogene Proteins c-ets,drugs
ets Proto Oncogene Protein,D050783,Proto-Oncogene Proteins c-ets,drugs
"Protein, ets Proto-Oncogene",D050783,Proto-Oncogene Proteins c-ets,drugs
"Proto-Oncogene Protein, ets",D050783,Proto-Oncogene Proteins c-ets,drugs
ets Transcription Factor,D050783,Proto-Oncogene Proteins c-ets,drugs
"Factor, ets Transcription",D050783,Proto-Oncogene Proteins c-ets,drugs
"Transcription Factor, ets",D050783,Proto-Oncogene Proteins c-ets,drugs
c-ets Proto-Oncogene Protein,D050783,Proto-Oncogene Proteins c-ets,drugs
c ets Proto Oncogene Protein,D050783,Proto-Oncogene Proteins c-ets,drugs
"Protein, c-ets Proto-Oncogene",D050783,Proto-Oncogene Proteins c-ets,drugs
"Proto-Oncogene Protein, c-ets",D050783,Proto-Oncogene Proteins c-ets,drugs
Proto-Oncogene Protein c-ets-1,D050784,Proto-Oncogene Protein c-ets-1,drugs
"c-ets-1, Proto-Oncogene Protein",D050784,Proto-Oncogene Protein c-ets-1,drugs
Proto Oncogene Protein c ets 1,D050784,Proto-Oncogene Protein c-ets-1,drugs
Ets-1 Transcription Factor,D050784,Proto-Oncogene Protein c-ets-1,drugs
Ets 1 Transcription Factor,D050784,Proto-Oncogene Protein c-ets-1,drugs
"Transcription Factor, Ets-1",D050784,Proto-Oncogene Protein c-ets-1,drugs
